1789304824,65,2080,2191,0.0625,-0.0253,nan,0.000,36.88
1789304943,66,2112,2223,0.0625,-0.0077,nan,0.000,35.84
1789305053,67,2144,1986,0.0938,0.0107,nan,0.000,35.33
1789305171,68,2176,2176,0.0000,-0.0447,nan,0.000,34.79
1789305297,69,2208,2176,0.0312,-0.0964,nan,0.000,33.70
1789305417,70,2240,2362,0.0000,-0.0675,nan,0.000,18.07
1789305582,71,2272,2451,0.0312,-0.0503,nan,0.000,35.49
1789305717,72,2304,2468,0.0000,0.0159,nan,0.000,36.24
1789305857,73,2336,2418,0.0312,0.0064,nan,0.000,35.83
1789305984,74,2368,2286,0.0938,0.0033,nan,0.000,33.13
1789306118,75,2400,2355,0.0625,0.0012,nan,0.000,35.48
1789306248,76,2432,2325,0.0938,-0.0020,nan,0.000,35.69
1789306387,77,2464,2399,0.0312,0.0190,nan,0.000,37.68
1789306534,78,2496,2459,0.0312,0.0092,nan,0.000,39.86
1789306689,79,2528,2473,0.0312,-0.0093,nan,0.000,39.52
1789306826,80,2560,2387,0.0625,0.0056,nan,0.000,38.42
1789308000,81,2592,2189,0.3438,0.0055,nan,0.000,39.15
1789308111,82,2624,1964,0.4688,0.0072,nan,0.000,36.47
1789308222,83,2656,2176,0.5312,0.0165,nan,0.000,35.62
1789308329,84,2688,2155,0.3438,0.0200,nan,0.000,34.83
1789308435,85,2720,2078,0.3125,0.0180,nan,0.000,35.65
1789308551,86,2752,2125,0.4688,0.0332,nan,0.000,35.14
1789308662,87,2784,2188,0.7188,-0.0366,nan,0.000,35.83
1789308771,88,2816,2031,0.7188,0.0117,nan,0.000,36.16
1789308880,89,2848,1968,0.6562,0.0302,nan,0.000,33.14
1789308986,90,2880,2089,0.4062,0.0215,nan,0.000,31.21
1789309086,91,2912,1929,0.7188,0.0258,nan,0.000,17.57
1789309207,92,2944,2182,0.6875,0.0160,nan,0.000,34.87
1789309336,93,2976,2059,0.7500,-0.0454,nan,0.000,37.00
1789309452,94,3008,1890,0.6562,0.0477,nan,0.000,33.54
1789309588,95,3040,2026,0.7812,0.0047,nan,0.000,33.61
1789309708,96,3072,1899,0.7812,0.0047,nan,0.000,33.03
