# id	label	value	aLife	aFiller	aBodies	bLife	bFiller	bBodies	rootOpts	classes	optClasses	randA	replays	secs	heur
INST	T1.GEN.48	SWING	1	1	5	Amphin Cutthroat;Nether Horror	6	6	Barony Vampire*;Regathan Firecat*	4	4	Amphin Cutthroat;Nether Horror	0.390	4203	35.0	allin=1,never=0,bodycount=1,safeattack=1
INST	T1.GEN.140	SWING	1	2	3	Zombie Goliath;Zombie Goliath	8	4	Horned Turtle;Regathan Firecat*	4	3	Zombie Goliath	0.465	2594	48.3	allin=0,never=0,bodycount=0,safeattack=0
INST	T1.GEN.152	SWING	1	2	5	Armored Cancrix;Fugitive Wizard	1	6	Bonebreaker Giant*;Maritime Guard	4	4	Armored Cancrix;Fugitive Wizard	0.680	4985	41.4	allin=1,never=0,bodycount=1,safeattack=0
INST	T1.GEN.156	HOLD	1	5	6	Horned Turtle	1	4	Barony Vampire;Barony Vampire*	2	2	-	0.600	3825	24.8	allin=0,never=1,bodycount=1,safeattack=0
INST	T1.GEN.418	SWING	1	2	3	Runeclaw Bear;Zombie Goliath	3	6	Armored Warhorse;Runeclaw Bear*	4	4	Zombie Goliath	0.560	1234	26.4	allin=0,never=0,bodycount=0,safeattack=1
INST	T1.GEN.455	SWING	1	2	3	Armored Cancrix;Regathan Firecat	6	4	Zombie Goliath	4	4	Regathan Firecat	0.420	1719	36.1	allin=0,never=0,bodycount=0,safeattack=0
INST	T1.GEN.477	HOLD	1	5	5	Armored Warhorse;Bronze Sable	2	5	Bonebreaker Giant;Horned Turtle	4	4	-	0.600	4309	103.1	allin=0,never=1,bodycount=1,safeattack=1
INST	T1.GEN.480	SWING	1	7	4	Fire Elemental;Horned Turtle	2	4	Fire Elemental*;Nether Horror	4	4	Fire Elemental;Horned Turtle	0.680	3677	23.7	allin=1,never=0,bodycount=1,safeattack=0
INST	T1.GEN.521	SWING	1	1	3	Bronze Sable;Nether Horror	5	6	Armored Warhorse	4	4	Nether Horror	0.330	788	16.5	allin=0,never=0,bodycount=0,safeattack=0
INST	T1.GEN.549	SWING	1	3	3	Regathan Firecat;Siege Mastodon	5	6	Armored Warhorse*;Siege Mastodon*	4	4	Regathan Firecat;Siege Mastodon	0.495	1623	9.9	allin=1,never=0,bodycount=1,safeattack=1
INST	T1.GEN.560	SWING	1	2	6	Armored Cancrix;Barony Vampire	4	3	Fire Elemental*;Fire Elemental*	4	4	Armored Cancrix;Barony Vampire	0.365	1211	26.0	allin=1,never=0,bodycount=1,safeattack=1
INST	T1.GEN.593	SWING	1	5	3	Fire Elemental;Regathan Firecat	6	5	Amphin Cutthroat;Canyon Minotaur	4	4	Regathan Firecat	0.510	5154	114.3	allin=0,never=0,bodycount=0,safeattack=0
