1789515402,1,32,1810,0.3125,0.0004,nan,0.000,35.66
1789515575,2,64,1628,0.4375,0.0316,nan,0.000,73.62
1789515821,3,96,1872,0.2500,0.0596,nan,0.000,74.30
1789515981,4,128,1640,0.1562,0.0192,nan,0.000,31.67
1789516082,5,160,1672,0.4375,0.0266,nan,0.000,27.55
1789516171,6,192,1534,0.1250,0.0676,nan,0.000,24.76
1789516267,7,224,1810,0.2188,0.0373,nan,0.000,33.82
1789516359,8,256,1557,0.2188,0.0331,nan,0.000,24.59
1789516496,9,288,1526,0.2188,0.0643,nan,0.000,25.79
1789516594,10,320,1767,0.2500,0.0656,nan,0.000,32.81
1789516687,11,352,1530,0.3438,0.1001,nan,0.000,27.06
1789516784,12,384,1944,0.3438,0.1040,nan,0.000,33.06
1789516868,13,416,1396,0.2500,0.0319,nan,0.000,24.70
1789516953,14,448,1665,0.2500,0.1266,nan,0.000,28.25
1789517059,15,480,1564,0.1250,-0.1892,nan,0.000,29.48
1789517154,16,512,1764,0.3125,0.0581,nan,0.000,29.85
1789517304,17,544,1598,0.1562,0.0608,nan,0.000,27.94
1789517396,18,576,1438,0.1875,0.1228,nan,0.000,26.90
1789517501,19,608,1618,0.1875,0.1333,nan,0.000,29.87
1789517611,20,640,1953,0.4375,0.1719,nan,0.000,35.28
1789517707,21,672,1716,0.2500,0.1439,nan,0.000,30.30
1789517805,22,704,1788,0.2500,0.1941,nan,0.000,29.38
1789517913,23,736,1895,0.2500,0.1696,nan,0.000,31.22
1789518012,24,768,1785,0.2188,0.1607,nan,0.000,30.63
1789518144,25,800,1703,0.2812,0.2772,nan,0.000,26.96
1789518254,26,832,2318,0.3438,0.0197,nan,0.000,42.34
1789518359,27,864,2015,0.3750,0.3434,nan,0.000,35.01
1789518457,28,896,2080,0.3125,0.1693,nan,0.000,33.41
1789518545,29,928,1707,0.3125,0.2348,nan,0.000,27.90
1789518654,30,960,1876,0.3438,0.3029,nan,0.000,33.25
1789518758,31,992,2048,0.3125,0.2240,nan,0.000,33.21
1789518866,32,1024,2041,0.2500,0.1413,nan,0.000,38.29
