1786414614,1,32,2580,0.1562
1786414655,2,64,3853,0.1250
1786414747,3,96,2756,0.1875
1786414809,4,128,2970,0.1875
1786414880,5,160,3460,0.2188
1786414918,6,192,3111,0.1250
1786414992,7,224,3255,0.1562
1786415037,8,256,3849,0.2812
1786415187,9,288,2802,0.2188
1786415220,10,320,3023,0.1562
1786415299,11,352,2870,0.3438
1786415334,12,384,3248,0.2500
1786415412,13,416,3562,0.4375
1786415448,14,448,2688,0.5000
1786415614,15,480,3526,0.2500
1786415650,16,512,3008,0.3438
1786415844,17,544,2568,0.4062
1786415888,18,576,3478,0.3750
1786415970,19,608,3249,0.3125
1786416002,20,640,2457,0.3750
1786416067,21,672,3199,0.5000
1786416100,22,704,3103,0.3125
1786416165,23,736,3264,0.4062
1786416203,24,768,3249,0.2812
1786416404,25,800,3565,0.4375
1786416438,26,832,2693,0.4062
1786416496,27,864,3236,0.5000
1786416529,28,896,2584,0.2812
1786416588,29,928,3024,0.2188
1786416625,30,960,2447,0.3438
1786416687,31,992,3453,0.4375
1786416721,32,1024,3011,0.4062
1786416911,33,1056,2534,0.4375
1786416965,34,1088,3025,0.4688
1786417025,35,1120,2913,0.3750
1786417065,36,1152,2789,0.4062
1786417136,37,1184,3388,0.4375
1786417175,38,1216,3050,0.5312
1786417231,39,1248,2762,0.5625
1786417272,40,1280,3302,0.5000
1786417457,41,1312,2870,0.5000
1786417495,42,1344,2662,0.4062
