1786576372,1,32,4982,1.0000
1786576983,2,64,4878,1.0000
1786577111,3,96,3901,1.0000
1786577286,4,128,4128,1.0000
1786577410,5,160,3545,1.0000
1786577535,6,192,1790,0.1250
1786577634,7,224,1972,0.0938
1786577773,8,256,2921,1.0000
1786577858,9,288,2517,1.0000
1786578583,10,320,2640,0.9688
1786578671,11,352,2329,1.0000
1786578792,12,384,2495,0.9375
1786578940,13,416,3671,0.8750
1786579070,14,448,2019,0.1250
1786579155,15,480,1683,0.1250
1786579289,16,512,2297,0.7500
1786579412,17,544,3057,0.8750
1786580265,18,576,2111,0.4375
1786580360,19,608,1923,0.4375
1786580506,20,640,2226,1.0000
1786580598,21,672,2184,1.0000
1786580747,22,704,1908,0.1250
1786580852,23,736,1707,0.1250
1786581001,24,768,2112,0.3438
1786581158,25,800,2261,0.4062
1786582057,26,832,2295,1.0000
1786582156,27,864,2430,1.0000
1786582293,28,896,2512,0.8750
1786582417,29,928,2725,0.8438
1786582538,30,960,1770,0.1250
1786582660,31,992,1989,0.2188
1786582789,32,1024,1840,0.2812
1786583050,33,1056,2044,0.2500
1786583148,34,1088,1812,0.2500
1786584425,35,1120,1873,0.1875
1786584537,36,1152,2057,0.1562
1786584695,37,1184,2162,0.1562
1786584842,38,1216,2736,0.2188
1786585027,39,1248,2326,0.1250
1786585162,40,1280,2716,0.3125
1786585347,41,1312,2382,0.1875
1786585504,42,1344,2901,0.2188
1786586592,43,1376,2863,0.2812
1786586724,44,1408,2626,0.1562
1786586901,45,1440,2794,0.3438
1786587028,46,1472,2762,0.1250
1786587207,47,1504,3394,0.3750
1786587362,48,1536,2994,0.2500
1786587524,49,1568,2682,0.4062
1786587666,50,1600,2942,0.3125
1786588677,51,1632,3029,0.5625
1786588795,52,1664,2678,0.6250
1786588943,53,1696,2412,0.5625
1786589059,54,1728,2805,0.5312
1786589233,55,1760,2791,0.5312
1786589370,56,1792,3115,0.4062
1786589565,57,1824,3639,0.5938
1786589728,58,1856,3749,0.4375
1786590709,59,1888,3397,0.4375
1786590858,60,1920,3519,0.5000
1786591071,61,1952,4073,0.4375
1786591264,62,1984,4840,0.5312
1786591419,63,2016,2903,0.4062
1786591596,64,2048,3332,0.3125
1786591779,65,2080,3033,0.4688
1786591921,66,2112,3647,0.5312
1786592932,67,2144,3812,0.4062
1786593108,68,2176,4287,0.3125
1786593287,69,2208,3584,0.4062
1786593411,70,2240,3079,0.4375
1786593591,71,2272,3521,0.4375
1786593761,72,2304,3333,0.4688
1786593939,73,2336,3481,0.5625
1786594060,74,2368,3255,0.6875
1786595362,75,2400,3045,0.2812
1786595470,76,2432,3827,0.3750
1786595605,77,2464,3401,0.6562
1786595680,78,2496,3289,0.6875
1786596096,79,2528,3407,0.4062
1786596166,80,2560,3256,0.3750
1786596254,81,2592,2745,0.6250
1786596319,82,2624,2699,0.3438
1786596912,83,2656,2598,0.4375
1786596974,84,2688,3136,0.4375
1786597228,85,2720,3011,0.3125
1786597291,86,2752,3305,0.3438
1786597398,87,2784,3062,0.3125
1786597452,88,2816,2920,0.3750
1786597560,89,2848,2962,0.3438
1786597621,90,2880,2957,0.3438
1786597702,91,2912,2464,0.2188
1786597753,92,2944,2614,0.2812
1786597874,93,2976,3773,0.5625
1786597941,94,3008,3576,0.3750
1786598027,95,3040,2720,0.5312
1786598084,96,3072,3088,0.6562
1786598193,97,3104,3462,0.3750
1786598256,98,3136,3272,0.4375
1786598355,99,3168,3017,0.4375
1786598411,100,3200,2933,0.3750
1786598514,101,3232,2862,0.5625
1786598566,102,3264,2861,0.3750
1786598651,103,3296,2459,0.3438
1786598698,104,3328,2531,0.2812
1786598786,105,3360,2707,0.2500
1786598827,106,3392,2224,0.1875
1786598904,107,3424,2346,0.4375
1786598949,108,3456,2320,0.3750
1786599031,109,3488,2422,0.3750
1786599082,110,3520,2650,0.3125
1786599179,111,3552,2293,0.3750
1786599225,112,3584,2251,0.4688
1786599387,99,3168,2933,0.4375
1786599438,100,3200,3032,0.3750
1786599516,101,3232,2764,0.4688
1786599562,102,3264,2650,0.6562
1786599647,103,3296,2641,0.3438
1786599710,104,3328,3124,0.5625
1786599800,105,3360,2919,0.3125
1786599865,106,3392,3147,0.1875
1786599947,107,3424,2610,0.3750
1786599996,108,3456,2708,0.4375
1786600080,109,3488,2817,0.3750
1786600140,110,3520,3423,0.3438
1786600235,111,3552,2785,0.2500
1786600287,112,3584,2483,0.2812
1786600385,113,3616,3059,0.3125
1786600441,114,3648,2734,0.3750
1786600543,115,3680,2999,0.8750
1786600596,116,3712,2942,0.8125
1786600707,117,3744,3438,0.2500
1786600760,118,3776,3001,0.3125
1786600844,119,3808,2888,0.3750
1786600918,120,3840,3992,0.4062
1786601001,121,3872,2685,0.7812
1786601058,122,3904,3074,0.5938
1786601160,123,3936,2872,0.4062
1786601222,124,3968,3026,0.3438
1786601309,125,4000,2724,0.4375
1786601372,126,4032,3414,0.5625
1786601468,127,4064,3420,0.4062
1786601528,128,4096,3437,0.2812
1786601652,129,4128,3775,0.3750
1786601709,130,4160,3248,0.3438
