1786472240,1,32,2989,0.0625
1786472271,2,64,2240,0.0625
1786472316,3,96,2583,0.0625
1786472354,4,128,2908,0.0625
1786472613,5,160,2999,0.0625
1786472651,6,192,2878,0.0312
1786472704,7,224,3009,0.0938
1786472750,8,256,3254,0.1875
1786472968,9,288,2460,0.1875
1786473001,10,320,2463,0.2812
1786473056,11,352,3286,0.3438
1786473092,12,384,2491,0.1875
1786473339,13,416,2682,0.3438
1786473375,14,448,2487,0.2812
1786473422,15,480,2562,0.2500
1786473457,16,512,2412,0.3125
1786473701,17,544,2121,0.1875
1786473730,18,576,1735,0.3125
1786473774,19,608,2420,0.2812
1786473819,20,640,3389,0.2812
1786474063,21,672,2463,0.4062
1786474109,22,704,3463,0.3125
1786474162,23,736,3111,0.1875
1786474200,24,768,2584,0.2188
1786474444,25,800,2364,0.2500
1786474487,26,832,2897,0.2812
1786474542,27,864,3380,0.3125
1786474583,28,896,2974,0.3125
1786474827,29,928,2511,0.1250
1786474864,30,960,2657,0.2188
1786474919,31,992,2673,0.3125
1786474958,32,1024,2929,0.2500
1786475200,33,1056,3224,0.3438
1786475238,34,1088,2847,0.2500
1786475288,35,1120,2848,0.2188
1786475328,36,1152,3114,0.1875
1786475563,37,1184,2764,0.2500
1786475597,38,1216,2563,0.3750
1786475661,39,1248,2964,0.4688
1786475699,40,1280,2715,0.2812
