1786554302,1,632,4925,0.4688
1786554376,2,664,4960,0.4375
1786554462,3,696,4313,0.4062
1786554535,4,728,4720,0.3125
1786554625,5,760,4154,0.2812
1786554701,6,792,4614,0.2188
1786554791,7,824,4298,0.3438
1786554857,8,856,4365,0.3438
1786555295,9,888,4936,0.2812
1786555361,10,920,3920,0.4062
1786555458,11,952,4142,0.3438
1786555536,12,984,4416,0.3750
1786555632,13,1016,4614,0.4375
1786555700,14,1048,3985,0.3750
1786555795,15,1080,3789,0.3750
1786555874,16,1112,4207,0.5000
1786556324,17,1144,4107,0.4688
1786556397,18,1176,4038,0.5625
1786556480,19,1208,3648,0.4062
1786556549,20,1240,3950,0.4375
1786556632,21,1272,3846,0.3750
1786556693,22,1304,3186,0.5625
1786556787,23,1336,3798,0.3750
1786556858,24,1368,3958,0.3125
1786557277,25,1400,3584,0.3750
1786557346,26,1432,3906,0.5312
1786557432,27,1464,3673,0.5000
1786557502,28,1496,3542,0.3750
1786557587,29,1528,3088,0.3438
1786557663,30,1560,3785,0.3125
1786557755,31,1592,3486,0.3438
1786557833,32,1624,3875,0.3438
