1787441458,1,32,1558,0.0625
1787441517,2,64,1647,0.0625
1787441569,3,96,1523,0.0000
1787441639,4,128,2032,0.0938
1787441721,5,160,2269,0.1562
1787441798,6,192,2195,0.1250
1787441875,7,224,1965,0.1875
1787441943,8,256,1974,0.1562
1787442039,9,288,2732,0.0938
1787442164,10,320,3493,0.1562
1787442300,11,352,3830,0.3438
1787442434,12,384,3870,0.2812
1787442589,13,416,4515,0.3438
1787442723,14,448,3828,0.2188
1787442888,15,480,4815,0.2500
1787443028,16,512,4182,0.3438
1787443639,17,544,5172,0.4375
1787443766,18,576,3630,0.4062
1787443912,19,608,4145,0.3438
1787444018,20,640,3197,0.3438
1787444176,21,672,4365,0.3438
1787444355,22,704,5115,0.3750
1787444527,23,736,4886,0.5312
1787444695,24,768,4824,0.3438
1787444899,25,800,5879,0.4062
1787445100,26,832,5745,0.4375
1787445314,27,864,6082,0.4688
1787445501,28,896,5441,0.5312
1787445679,29,928,4989,0.4062
1787445877,30,960,5796,0.6250
1787446070,31,992,5391,0.5938
1787446197,32,1024,3858,0.5938
