1786588593,35,1120,4241,0.3750
1786588713,36,1152,4252,0.3438
1786588881,37,1184,6026,0.4062
1786589029,38,1216,5806,0.4688
1786589189,39,1248,5267,0.5312
1786589316,40,1280,4718,0.6875
1786589452,41,1312,4794,0.5938
1786589601,42,1344,5918,0.4375
1786589697,43,1376,2157,0.1875
1786589781,44,1408,2435,0.3125
1786589925,45,1440,4888,0.7500
1786590091,46,1472,6320,0.6250
1786590247,47,1504,5143,0.7188
1786590367,48,1536,4532,0.7812
1786590484,49,1568,2720,0.4375
1786590568,50,1600,2269,0.4062
1786591554,51,1632,2356,0.2188
1786591635,52,1664,2104,0.2500
1786591706,53,1696,2103,0.2500
1786591754,54,1728,1924,0.2188
1786591866,55,1760,2578,0.3438
1786591943,56,1792,2585,0.4375
1786592025,57,1824,2581,0.5312
1786592081,58,1856,2467,0.3750
1786592198,59,1888,2703,0.3125
1786592273,60,1920,2087,0.2500
1786592351,61,1952,2279,0.4688
1786592417,62,1984,2593,0.4375
1786592535,63,2016,3468,0.6250
1786592615,64,2048,2903,0.6875
1786592700,65,2080,2269,0.3750
1786592769,66,2112,2777,0.5312
1786593914,67,2144,2278,0.4062
1786593973,68,2176,2404,0.5312
1786594106,69,2208,3058,0.3438
1786594235,70,2240,3717,0.5625
1786594350,71,2272,2236,0.1250
1786594439,72,2304,2671,0.2812
1786594517,73,2336,2184,0.4375
1786594577,74,2368,2425,0.3750
1786594659,75,2400,2453,0.4375
1786594719,76,2432,2530,0.5938
1786594811,77,2464,2613,0.4062
1786594869,78,2496,2468,0.5000
1786594959,79,2528,2366,0.3125
1786595023,80,2560,2636,0.4375
1786595158,81,2592,2850,0.5312
1786595213,82,2624,2333,0.4375
1786598028,83,2656,3366,0.3125
1786598114,84,2688,2806,0.4062
1786598294,85,2720,3167,0.3750
1786598379,86,2752,2929,0.4062
1786598489,87,2784,2883,0.5938
1786598574,88,2816,3059,0.5000
1786598678,89,2848,2822,0.6562
1786598770,90,2880,3082,0.5938
1786598916,91,2912,3052,0.4062
1786599055,92,2944,3370,0.4062
1786599173,93,2976,2872,0.4062
1786599258,94,3008,2763,0.3750
1786599364,95,3040,2851,0.3750
1786599439,96,3072,2813,0.4375
1786599636,97,3104,3748,0.2500
1786599773,98,3136,3663,0.4062
