set	game	file	r	turns	lands	own_turns	attack_turns	precombat_drops_on_attack_turns	drops_on_attack_turns	lf_can_turns	lf_attack_turns	blk_pairs	blk_small
drill_M_L_n013_t05120	0	rec_drill_M_L_n013_t05120.jsonl	1.0	21	8	11	8	5	5	8	8	8	5
drill_M_L_n013_t05120	1	rec_drill_M_L_n013_t05120.jsonl	-1.0	15	7	7	5	5	5	5	5	2	2
drill_M_L_n013_t05120	2	rec_drill_M_L_n013_t05120.jsonl	-1.0	18	8	9	2	2	2	2	2	7	3
drill_M_L_n013_t05120	3	rec_drill_M_L_n013_t05120.jsonl	-1.0	15	4	7	4	3	3	4	4	4	3
drill_M_L_n013_t05120	4	rec_drill_M_L_n013_t05120.jsonl	1.0	21	7	11	7	3	3	7	7	5	2
drill_M_L_n013_t05120	5	rec_drill_M_L_n013_t05120.jsonl	-1.0	19	4	9	8	3	3	8	8	6	1
drill_M_L_n013_t05120	6	rec_drill_M_L_n013_t05120.jsonl	-1.0	12	3	6	4	2	2	4	4	4	4
drill_M_L_n013_t05120	7	rec_drill_M_L_n013_t05120.jsonl	-1.0	19	8	9	0	0	0	0	0	4	4
drill_M_L_n013_t05120	8	rec_drill_M_L_n013_t05120.jsonl	-1.0	14	3	7	5	2	2	5	5	3	3
drill_M_L_n013_t05120	9	rec_drill_M_L_n013_t05120.jsonl	-1.0	21	7	9	0	0	0	0	0	7	3
drill_M_L_n013_t05120	10	rec_drill_M_L_n013_t05120.jsonl	-1.0	18	4	9	3	2	2	3	3	7	5
drill_M_L_n013_t05120	11	rec_drill_M_L_n013_t05120.jsonl	-1.0	19	5	9	1	0	0	1	1	4	3
drill_M_L_n013_t05120	12	rec_drill_M_L_n013_t05120.jsonl	-1.0	16	6	8	1	1	1	1	1	5	3
drill_M_L_n013_t05120	13	rec_drill_M_L_n013_t05120.jsonl	-1.0	9	4	4	0	0	0	0	0	2	2
drill_M_L_n013_t05120	14	rec_drill_M_L_n013_t05120.jsonl	1.0	11	6	6	5	5	5	5	5	2	1
drill_M_L_n013_t05120	15	rec_drill_M_L_n013_t05120.jsonl	1.0	12	6	6	4	4	4	4	4	0	0
drill_M_L_n013_t05120	16	rec_drill_M_L_n013_t05120.jsonl	-1.0	18	4	9	6	2	2	6	6	9	5
drill_M_L_n013_t05120	17	rec_drill_M_L_n013_t05120.jsonl	1.0	12	4	6	5	3	3	5	5	1	1
drill_M_L_n013_t05120	18	rec_drill_M_L_n013_t05120.jsonl	-1.0	20	7	10	7	5	5	7	7	5	4
drill_M_L_n013_t05120	19	rec_drill_M_L_n013_t05120.jsonl	-1.0	37	11	18	9	5	5	9	9	9	6
drill_M_L_n013_t05120	20	rec_drill_M_L_n013_t05120.jsonl	-1.0	16	5	8	6	3	3	6	6	4	1
drill_M_L_n013_t05120	21	rec_drill_M_L_n013_t05120.jsonl	-1.0	11	5	5	0	0	0	0	0	2	0
drill_M_L_n013_t05120	22	rec_drill_M_L_n013_t05120.jsonl	1.0	21	9	11	10	8	8	10	10	5	3
drill_M_L_n013_t05120	23	rec_drill_M_L_n013_t05120.jsonl	-1.0	15	5	7	4	3	3	4	4	5	3
drill_M_L_n013_t05120	24	rec_drill_M_L_n013_t05120.jsonl	1.0	11	4	6	5	3	3	5	5	1	1
drill_M_L_n013_t05120	25	rec_drill_M_L_n013_t05120.jsonl	-1.0	17	3	8	4	2	2	4	4	7	5
drill_M_L_n013_t05120	26	rec_drill_M_L_n013_t05120.jsonl	-1.0	18	4	9	7	2	2	7	7	5	5
drill_M_L_n013_t05120	27	rec_drill_M_L_n013_t05120.jsonl	1.0	18	7	9	3	2	2	3	3	4	4
drill_M_L_n013_t05120	28	rec_drill_M_L_n013_t05120.jsonl	1.0	17	5	9	3	0	0	3	3	3	0
drill_M_L_n013_t05120	29	rec_drill_M_L_n013_t05120.jsonl	-1.0	13	6	6	0	0	0	0	0	4	3
drill_M_L_n013_t05120	30	rec_drill_M_L_n013_t05120.jsonl	-1.0	10	5	5	0	0	0	0	0	3	2
drill_M_L_n013_t05120	31	rec_drill_M_L_n013_t05120.jsonl	1.0	10	5	5	3	3	3	3	3	0	0
drill_M_L_n013_t05120	32	rec_drill_M_L_n013_t05120.jsonl	1.0	21	5	11	9	3	3	9	9	4	3
drill_M_L_n013_t05120	33	rec_drill_M_L_n013_t05120.jsonl	-1.0	13	6	6	0	0	0	0	0	2	0
drill_M_L_n013_t05120	34	rec_drill_M_L_n013_t05120.jsonl	-1.0	14	6	7	6	5	5	6	6	3	2
drill_M_L_n013_t05120	35	rec_drill_M_L_n013_t05120.jsonl	-1.0	13	5	6	4	3	3	4	4	1	0
drill_M_L_n013_t05120	36	rec_drill_M_L_n013_t05120.jsonl	1.0	13	5	7	4	2	2	4	4	0	0
drill_M_L_n013_t05120	37	rec_drill_M_L_n013_t05120.jsonl	-1.0	13	6	6	1	1	1	1	1	5	5
drill_M_L_n013_t05120	38	rec_drill_M_L_n013_t05120.jsonl	1.0	11	5	6	5	4	4	5	5	0	0
drill_M_L_n013_t05120	39	rec_drill_M_L_n013_t05120.jsonl	-1.0	17	7	8	7	6	6	7	7	5	2
drill_M_L_n013_t05120	40	rec_drill_M_L_n013_t05120.jsonl	-1.0	14	4	7	5	2	2	5	5	3	1
drill_M_L_n013_t05120	41	rec_drill_M_L_n013_t05120.jsonl	1.0	20	7	10	6	3	3	6	6	7	3
drill_M_L_n013_t05120	42	rec_drill_M_L_n013_t05120.jsonl	-1.0	18	9	9	8	8	8	8	8	3	2
drill_M_L_n013_t05120	43	rec_drill_M_L_n013_t05120.jsonl	1.0	18	7	9	4	2	2	4	4	4	1
drill_M_L_n013_t05120	44	rec_drill_M_L_n013_t05120.jsonl	-1.0	16	5	8	6	3	3	6	6	3	2
drill_M_L_n013_t05120	45	rec_drill_M_L_n013_t05120.jsonl	-1.0	13	4	6	0	0	0	0	0	3	3
drill_M_L_n013_t05120	46	rec_drill_M_L_n013_t05120.jsonl	-1.0	16	5	8	2	0	0	2	2	4	2
drill_M_L_n013_t05120	47	rec_drill_M_L_n013_t05120.jsonl	-1.0	21	6	10	0	0	0	0	0	7	2
drill_M_L_n013_t05120	48	rec_drill_M_L_n013_t05120.jsonl	1.0	21	7	11	10	6	6	10	10	0	0
drill_M_L_n013_t05120	49	rec_drill_M_L_n013_t05120.jsonl	1.0	16	5	8	4	2	2	4	4	4	3
