set	game	file	r	turns	lands	own_turns	attack_turns	precombat_drops_on_attack_turns	drops_on_attack_turns	lf_can_turns	lf_attack_turns	blk_pairs	blk_small
drill_M_L_n025_t06144	0	rec_drill_M_L_n025_t06144.jsonl	1.0	13	5	7	5	3	3	5	5	2	1
drill_M_L_n025_t06144	1	rec_drill_M_L_n025_t06144.jsonl	-1.0	15	7	7	5	5	5	5	5	2	2
drill_M_L_n025_t06144	2	rec_drill_M_L_n025_t06144.jsonl	1.0	11	6	6	4	4	4	4	4	2	0
drill_M_L_n025_t06144	3	rec_drill_M_L_n025_t06144.jsonl	-1.0	13	4	6	5	3	3	5	5	1	1
drill_M_L_n025_t06144	4	rec_drill_M_L_n025_t06144.jsonl	1.0	11	6	6	4	4	4	4	4	0	0
drill_M_L_n025_t06144	5	rec_drill_M_L_n025_t06144.jsonl	-1.0	15	6	7	6	5	5	6	6	1	0
drill_M_L_n025_t06144	6	rec_drill_M_L_n025_t06144.jsonl	-1.0	10	2	5	4	1	1	4	4	2	2
drill_M_L_n025_t06144	7	rec_drill_M_L_n025_t06144.jsonl	-1.0	17	7	8	3	2	2	3	3	4	4
drill_M_L_n025_t06144	8	rec_drill_M_L_n025_t06144.jsonl	-1.0	12	3	6	4	2	2	4	4	0	0
drill_M_L_n025_t06144	9	rec_drill_M_L_n025_t06144.jsonl	-1.0	13	6	6	4	4	4	4	4	1	0
drill_M_L_n025_t06144	10	rec_drill_M_L_n025_t06144.jsonl	1.0	11	3	6	5	2	2	5	5	2	2
drill_M_L_n025_t06144	11	rec_drill_M_L_n025_t06144.jsonl	-1.0	13	4	6	4	2	2	4	4	0	0
drill_M_L_n025_t06144	12	rec_drill_M_L_n025_t06144.jsonl	1.0	13	5	7	5	3	3	5	5	3	3
drill_M_L_n025_t06144	13	rec_drill_M_L_n025_t06144.jsonl	-1.0	9	4	4	0	0	0	0	0	2	2
drill_M_L_n025_t06144	14	rec_drill_M_L_n025_t06144.jsonl	1.0	11	6	6	5	5	5	5	5	0	0
drill_M_L_n025_t06144	15	rec_drill_M_L_n025_t06144.jsonl	1.0	10	5	5	3	3	3	3	3	0	0
drill_M_L_n025_t06144	16	rec_drill_M_L_n025_t06144.jsonl	-1.0	16	4	8	6	2	2	6	6	3	1
drill_M_L_n025_t06144	17	rec_drill_M_L_n025_t06144.jsonl	1.0	12	4	6	5	3	3	5	5	0	0
drill_M_L_n025_t06144	18	rec_drill_M_L_n025_t06144.jsonl	1.0	13	5	7	6	4	4	6	6	1	1
drill_M_L_n025_t06144	19	rec_drill_M_L_n025_t06144.jsonl	1.0	12	6	6	4	4	4	4	4	0	0
drill_M_L_n025_t06144	20	rec_drill_M_L_n025_t06144.jsonl	-1.0	14	5	7	5	3	3	5	5	2	0
drill_M_L_n025_t06144	21	rec_drill_M_L_n025_t06144.jsonl	-1.0	9	4	4	2	2	2	2	2	0	0
drill_M_L_n025_t06144	22	rec_drill_M_L_n025_t06144.jsonl	1.0	13	7	7	6	6	6	6	6	0	0
drill_M_L_n025_t06144	23	rec_drill_M_L_n025_t06144.jsonl	-1.0	15	5	7	4	3	3	4	4	5	3
drill_M_L_n025_t06144	24	rec_drill_M_L_n025_t06144.jsonl	1.0	11	4	6	5	3	3	5	5	0	0
drill_M_L_n025_t06144	25	rec_drill_M_L_n025_t06144.jsonl	-1.0	15	3	7	4	2	2	4	4	4	1
drill_M_L_n025_t06144	26	rec_drill_M_L_n025_t06144.jsonl	1.0	15	6	8	6	4	4	6	6	3	3
drill_M_L_n025_t06144	27	rec_drill_M_L_n025_t06144.jsonl	1.0	14	5	7	5	3	3	5	5	1	1
drill_M_L_n025_t06144	28	rec_drill_M_L_n025_t06144.jsonl	1.0	15	6	8	5	3	3	5	5	1	1
drill_M_L_n025_t06144	29	rec_drill_M_L_n025_t06144.jsonl	-1.0	11	5	5	3	3	3	3	3	3	2
drill_M_L_n025_t06144	30	rec_drill_M_L_n025_t06144.jsonl	-1.0	10	5	5	3	3	3	3	3	2	2
drill_M_L_n025_t06144	31	rec_drill_M_L_n025_t06144.jsonl	1.0	12	5	6	4	3	3	4	4	0	0
drill_M_L_n025_t06144	32	rec_drill_M_L_n025_t06144.jsonl	1.0	21	5	11	9	3	3	9	9	4	3
drill_M_L_n025_t06144	33	rec_drill_M_L_n025_t06144.jsonl	-1.0	11	5	5	3	3	3	3	3	0	0
drill_M_L_n025_t06144	34	rec_drill_M_L_n025_t06144.jsonl	-1.0	14	7	7	6	6	6	6	6	1	1
drill_M_L_n025_t06144	35	rec_drill_M_L_n025_t06144.jsonl	-1.0	15	4	7	5	2	2	5	5	3	2
drill_M_L_n025_t06144	36	rec_drill_M_L_n025_t06144.jsonl	1.0	13	5	7	4	2	2	4	4	0	0
drill_M_L_n025_t06144	37	rec_drill_M_L_n025_t06144.jsonl	-1.0	13	5	6	2	2	2	2	2	3	3
drill_M_L_n025_t06144	38	rec_drill_M_L_n025_t06144.jsonl	1.0	11	5	6	5	4	4	5	5	0	0
drill_M_L_n025_t06144	39	rec_drill_M_L_n025_t06144.jsonl	1.0	16	6	8	7	5	5	7	7	4	2
drill_M_L_n025_t06144	40	rec_drill_M_L_n025_t06144.jsonl	1.0	11	4	6	4	2	2	4	4	0	0
drill_M_L_n025_t06144	41	rec_drill_M_L_n025_t06144.jsonl	1.0	16	4	8	7	3	3	7	7	4	3
drill_M_L_n025_t06144	42	rec_drill_M_L_n025_t06144.jsonl	1.0	11	6	6	5	5	5	5	5	1	0
drill_M_L_n025_t06144	43	rec_drill_M_L_n025_t06144.jsonl	-1.0	15	5	7	5	3	3	5	5	3	1
drill_M_L_n025_t06144	44	rec_drill_M_L_n025_t06144.jsonl	-1.0	14	4	7	5	2	2	5	5	1	0
drill_M_L_n025_t06144	45	rec_drill_M_L_n025_t06144.jsonl	-1.0	11	3	5	2	1	1	2	2	0	0
drill_M_L_n025_t06144	46	rec_drill_M_L_n025_t06144.jsonl	-1.0	12	5	6	4	3	3	4	4	2	0
