set	game	file	r	turns	lands	own_turns	attack_turns	precombat_drops_on_attack_turns	drops_on_attack_turns	lf_can_turns	lf_attack_turns	blk_pairs	blk_small
drill_M_L_n007_t04608	0	rec_drill_M_L_n007_t04608.jsonl	1.0	11	5	6	4	3	3	4	4	1	1
drill_M_L_n007_t04608	1	rec_drill_M_L_n007_t04608.jsonl	-1.0	15	7	7	5	5	5	5	5	2	2
drill_M_L_n007_t04608	2	rec_drill_M_L_n007_t04608.jsonl	-1.0	14	6	7	2	2	2	2	2	2	0
drill_M_L_n007_t04608	3	rec_drill_M_L_n007_t04608.jsonl	-1.0	13	4	6	5	3	3	5	5	1	1
drill_M_L_n007_t04608	4	rec_drill_M_L_n007_t04608.jsonl	1.0	17	7	9	5	3	3	5	5	2	1
drill_M_L_n007_t04608	5	rec_drill_M_L_n007_t04608.jsonl	1.0	14	5	7	6	4	4	6	6	1	0
drill_M_L_n007_t04608	6	rec_drill_M_L_n007_t04608.jsonl	-1.0	8	2	4	3	1	1	3	3	0	0
drill_M_L_n007_t04608	7	rec_drill_M_L_n007_t04608.jsonl	-1.0	17	7	8	2	1	1	2	2	2	2
drill_M_L_n007_t04608	8	rec_drill_M_L_n007_t04608.jsonl	-1.0	14	4	7	5	3	3	5	5	2	2
drill_M_L_n007_t04608	9	rec_drill_M_L_n007_t04608.jsonl	-1.0	15	7	7	2	2	2	3	2	3	1
drill_M_L_n007_t04608	10	rec_drill_M_L_n007_t04608.jsonl	1.0	15	4	8	7	3	3	7	7	3	3
drill_M_L_n007_t04608	11	rec_drill_M_L_n007_t04608.jsonl	1.0	12	4	6	4	2	2	4	4	0	0
drill_M_L_n007_t04608	12	rec_drill_M_L_n007_t04608.jsonl	-1.0	14	5	7	3	1	1	3	3	1	0
drill_M_L_n007_t04608	13	rec_drill_M_L_n007_t04608.jsonl	-1.0	9	4	4	1	1	1	2	1	1	1
drill_M_L_n007_t04608	14	rec_drill_M_L_n007_t04608.jsonl	1.0	9	5	5	4	4	4	4	4	0	0
drill_M_L_n007_t04608	15	rec_drill_M_L_n007_t04608.jsonl	1.0	12	6	6	4	4	4	4	4	0	0
drill_M_L_n007_t04608	16	rec_drill_M_L_n007_t04608.jsonl	1.0	15	4	8	6	2	2	6	6	2	0
drill_M_L_n007_t04608	17	rec_drill_M_L_n007_t04608.jsonl	1.0	12	4	6	5	3	3	5	5	0	0
drill_M_L_n007_t04608	18	rec_drill_M_L_n007_t04608.jsonl	1.0	13	5	7	6	4	4	6	6	0	0
drill_M_L_n007_t04608	19	rec_drill_M_L_n007_t04608.jsonl	1.0	12	6	6	4	4	4	4	4	0	0
drill_M_L_n007_t04608	20	rec_drill_M_L_n007_t04608.jsonl	1.0	13	5	7	5	3	3	5	5	1	0
drill_M_L_n007_t04608	21	rec_drill_M_L_n007_t04608.jsonl	-1.0	11	5	5	1	1	1	2	1	1	0
drill_M_L_n007_t04608	22	rec_drill_M_L_n007_t04608.jsonl	1.0	13	7	7	6	6	6	6	6	0	0
drill_M_L_n007_t04608	23	rec_drill_M_L_n007_t04608.jsonl	-1.0	13	5	6	4	3	3	4	4	2	1
drill_M_L_n007_t04608	24	rec_drill_M_L_n007_t04608.jsonl	1.0	11	4	6	5	3	3	5	5	0	0
drill_M_L_n007_t04608	25	rec_drill_M_L_n007_t04608.jsonl	-1.0	15	3	7	5	2	2	5	5	3	2
drill_M_L_n007_t04608	26	rec_drill_M_L_n007_t04608.jsonl	1.0	15	4	8	6	2	2	6	6	3	3
drill_M_L_n007_t04608	27	rec_drill_M_L_n007_t04608.jsonl	1.0	12	5	6	4	3	3	4	4	0	0
drill_M_L_n007_t04608	28	rec_drill_M_L_n007_t04608.jsonl	1.0	19	6	10	5	2	2	5	5	4	3
drill_M_L_n007_t04608	29	rec_drill_M_L_n007_t04608.jsonl	-1.0	11	5	5	3	3	3	3	3	0	0
drill_M_L_n007_t04608	30	rec_drill_M_L_n007_t04608.jsonl	-1.0	10	5	5	0	0	0	0	0	3	2
drill_M_L_n007_t04608	31	rec_drill_M_L_n007_t04608.jsonl	1.0	12	5	6	4	3	3	4	4	0	0
drill_M_L_n007_t04608	32	rec_drill_M_L_n007_t04608.jsonl	1.0	13	4	7	5	2	2	5	5	1	1
drill_M_L_n007_t04608	33	rec_drill_M_L_n007_t04608.jsonl	-1.0	13	6	6	0	0	0	0	0	2	0
drill_M_L_n007_t04608	34	rec_drill_M_L_n007_t04608.jsonl	-1.0	12	6	6	5	5	5	5	5	0	0
drill_M_L_n007_t04608	35	rec_drill_M_L_n007_t04608.jsonl	-1.0	13	3	6	4	1	1	4	4	1	1
drill_M_L_n007_t04608	36	rec_drill_M_L_n007_t04608.jsonl	1.0	11	5	6	3	2	2	3	3	0	0
drill_M_L_n007_t04608	37	rec_drill_M_L_n007_t04608.jsonl	-1.0	13	6	6	0	0	0	0	0	4	4
drill_M_L_n007_t04608	38	rec_drill_M_L_n007_t04608.jsonl	1.0	11	5	6	5	4	4	5	5	0	0
drill_M_L_n007_t04608	39	rec_drill_M_L_n007_t04608.jsonl	1.0	12	5	6	5	4	4	5	5	1	0
drill_M_L_n007_t04608	40	rec_drill_M_L_n007_t04608.jsonl	1.0	11	4	6	4	2	2	4	4	0	0
drill_M_L_n007_t04608	41	rec_drill_M_L_n007_t04608.jsonl	1.0	16	5	8	5	2	2	5	5	1	0
drill_M_L_n007_t04608	42	rec_drill_M_L_n007_t04608.jsonl	1.0	11	6	6	5	5	5	5	5	0	0
drill_M_L_n007_t04608	43	rec_drill_M_L_n007_t04608.jsonl	1.0	14	6	7	5	4	4	5	5	0	0
drill_M_L_n007_t04608	44	rec_drill_M_L_n007_t04608.jsonl	-1.0	14	5	7	5	3	3	5	5	2	1
drill_M_L_n007_t04608	45	rec_drill_M_L_n007_t04608.jsonl	-1.0	11	3	5	2	1	1	2	2	0	0
drill_M_L_n007_t04608	46	rec_drill_M_L_n007_t04608.jsonl	-1.0	16	5	8	5	2	2	5	5	3	2
drill_M_L_n007_t04608	47	rec_drill_M_L_n007_t04608.jsonl	-1.0	13	3	6	3	1	1	3	3	1	0
drill_M_L_n007_t04608	48	rec_drill_M_L_n007_t04608.jsonl	1.0	21	7	11	10	6	6	10	10	0	0
drill_M_L_n007_t04608	49	rec_drill_M_L_n007_t04608.jsonl	1.0	14	5	7	4	2	2	4	4	1	1
