set	game	file	r	turns	lands	own_turns	attack_turns	precombat_drops_on_attack_turns	drops_on_attack_turns	lf_can_turns	lf_attack_turns	blk_pairs	blk_small
drill_M_L_n004_t04352	0	rec_drill_M_L_n004_t04352.jsonl	-1.0	12	5	6	4	3	3	4	4	0	0
drill_M_L_n004_t04352	1	rec_drill_M_L_n004_t04352.jsonl	1.0	10	5	5	4	4	4	4	4	0	0
drill_M_L_n004_t04352	2	rec_drill_M_L_n004_t04352.jsonl	-1.0	10	5	5	3	3	3	3	3	0	0
drill_M_L_n004_t04352	3	rec_drill_M_L_n004_t04352.jsonl	-1.0	11	3	5	4	2	2	4	4	0	0
drill_M_L_n004_t04352	4	rec_drill_M_L_n004_t04352.jsonl	1.0	11	6	6	4	4	4	4	4	0	0
drill_M_L_n004_t04352	5	rec_drill_M_L_n004_t04352.jsonl	-1.0	15	4	7	6	3	3	6	6	1	0
drill_M_L_n004_t04352	6	rec_drill_M_L_n004_t04352.jsonl	-1.0	8	2	4	3	1	1	3	3	0	0
drill_M_L_n004_t04352	7	rec_drill_M_L_n004_t04352.jsonl	1.0	14	6	7	3	2	2	3	3	0	0
drill_M_L_n004_t04352	8	rec_drill_M_L_n004_t04352.jsonl	-1.0	12	3	6	4	2	2	4	4	0	0
drill_M_L_n004_t04352	9	rec_drill_M_L_n004_t04352.jsonl	1.0	14	6	7	5	4	4	5	5	1	1
drill_M_L_n004_t04352	10	rec_drill_M_L_n004_t04352.jsonl	1.0	9	3	5	4	2	2	4	4	0	0
drill_M_L_n004_t04352	11	rec_drill_M_L_n004_t04352.jsonl	1.0	12	5	6	3	2	2	3	3	0	0
drill_M_L_n004_t04352	12	rec_drill_M_L_n004_t04352.jsonl	1.0	11	5	6	4	3	3	4	4	0	0
drill_M_L_n004_t04352	13	rec_drill_M_L_n004_t04352.jsonl	-1.0	9	4	4	1	1	1	2	1	0	0
drill_M_L_n004_t04352	14	rec_drill_M_L_n004_t04352.jsonl	1.0	9	5	5	4	4	4	4	4	0	0
drill_M_L_n004_t04352	15	rec_drill_M_L_n004_t04352.jsonl	1.0	12	6	6	4	4	4	4	4	0	0
drill_M_L_n004_t04352	16	rec_drill_M_L_n004_t04352.jsonl	1.0	11	4	6	4	2	2	4	4	0	0
drill_M_L_n004_t04352	17	rec_drill_M_L_n004_t04352.jsonl	1.0	12	4	6	5	3	3	5	5	0	0
drill_M_L_n004_t04352	18	rec_drill_M_L_n004_t04352.jsonl	1.0	13	5	7	6	4	4	6	6	0	0
drill_M_L_n004_t04352	19	rec_drill_M_L_n004_t04352.jsonl	1.0	12	6	6	4	4	4	4	4	0	0
drill_M_L_n004_t04352	20	rec_drill_M_L_n004_t04352.jsonl	-1.0	14	5	7	5	3	3	5	5	1	0
drill_M_L_n004_t04352	21	rec_drill_M_L_n004_t04352.jsonl	-1.0	9	4	4	2	2	2	2	2	0	0
drill_M_L_n004_t04352	22	rec_drill_M_L_n004_t04352.jsonl	1.0	15	7	8	7	6	6	7	7	0	0
drill_M_L_n004_t04352	23	rec_drill_M_L_n004_t04352.jsonl	-1.0	11	4	5	3	2	2	3	3	0	0
drill_M_L_n004_t04352	24	rec_drill_M_L_n004_t04352.jsonl	1.0	11	4	6	5	3	3	5	5	0	0
