set	game	file	r	turns	lands	own_turns	attack_turns	precombat_drops_on_attack_turns	drops_on_attack_turns	lf_can_turns	lf_attack_turns	blk_pairs	blk_small
drill_M_L_n016_t05376	0	rec_drill_M_L_n016_t05376.jsonl	1.0	21	8	11	8	5	5	8	8	8	5
drill_M_L_n016_t05376	1	rec_drill_M_L_n016_t05376.jsonl	-1.0	15	7	7	5	5	5	5	5	2	2
drill_M_L_n016_t05376	2	rec_drill_M_L_n016_t05376.jsonl	1.0	17	8	9	4	3	3	4	4	7	3
drill_M_L_n016_t05376	3	rec_drill_M_L_n016_t05376.jsonl	-1.0	15	4	7	4	3	3	4	4	4	3
drill_M_L_n016_t05376	4	rec_drill_M_L_n016_t05376.jsonl	1.0	21	7	11	7	3	3	7	7	5	2
drill_M_L_n016_t05376	5	rec_drill_M_L_n016_t05376.jsonl	-1.0	19	4	9	8	3	3	8	8	6	1
drill_M_L_n016_t05376	6	rec_drill_M_L_n016_t05376.jsonl	-1.0	10	2	5	4	1	1	4	4	3	3
drill_M_L_n016_t05376	7	rec_drill_M_L_n016_t05376.jsonl	-1.0	17	7	8	3	2	2	3	3	4	4
drill_M_L_n016_t05376	8	rec_drill_M_L_n016_t05376.jsonl	-1.0	14	3	7	5	2	2	5	5	3	3
drill_M_L_n016_t05376	9	rec_drill_M_L_n016_t05376.jsonl	-1.0	21	7	9	0	0	0	0	0	7	3
drill_M_L_n016_t05376	10	rec_drill_M_L_n016_t05376.jsonl	-1.0	14	4	7	6	3	3	6	6	4	4
drill_M_L_n016_t05376	11	rec_drill_M_L_n016_t05376.jsonl	-1.0	17	6	8	4	2	2	4	4	4	3
drill_M_L_n016_t05376	12	rec_drill_M_L_n016_t05376.jsonl	-1.0	14	6	7	0	0	0	0	0	4	2
drill_M_L_n016_t05376	13	rec_drill_M_L_n016_t05376.jsonl	1.0	16	8	8	3	3	3	3	3	6	4
drill_M_L_n016_t05376	14	rec_drill_M_L_n016_t05376.jsonl	1.0	11	6	6	5	5	5	5	5	1	0
drill_M_L_n016_t05376	15	rec_drill_M_L_n016_t05376.jsonl	1.0	10	5	5	3	3	3	3	3	0	0
drill_M_L_n016_t05376	16	rec_drill_M_L_n016_t05376.jsonl	-1.0	16	6	8	6	4	4	6	6	4	2
drill_M_L_n016_t05376	17	rec_drill_M_L_n016_t05376.jsonl	1.0	12	4	6	5	3	3	5	5	1	1
drill_M_L_n016_t05376	18	rec_drill_M_L_n016_t05376.jsonl	-1.0	20	7	10	7	5	5	7	7	5	4
drill_M_L_n016_t05376	19	rec_drill_M_L_n016_t05376.jsonl	1.0	20	8	10	7	5	5	7	7	3	1
drill_M_L_n016_t05376	20	rec_drill_M_L_n016_t05376.jsonl	-1.0	16	5	8	6	3	3	6	6	4	1
drill_M_L_n016_t05376	21	rec_drill_M_L_n016_t05376.jsonl	1.0	16	6	8	3	1	1	3	3	3	1
drill_M_L_n016_t05376	22	rec_drill_M_L_n016_t05376.jsonl	1.0	15	7	8	7	6	6	7	7	1	0
drill_M_L_n016_t05376	23	rec_drill_M_L_n016_t05376.jsonl	-1.0	15	5	7	4	3	3	4	4	5	3
drill_M_L_n016_t05376	24	rec_drill_M_L_n016_t05376.jsonl	1.0	11	4	6	5	3	3	5	5	0	0
drill_M_L_n016_t05376	25	rec_drill_M_L_n016_t05376.jsonl	-1.0	17	3	8	4	2	2	4	4	7	4
drill_M_L_n016_t05376	26	rec_drill_M_L_n016_t05376.jsonl	-1.0	18	4	9	7	2	2	7	7	6	6
drill_M_L_n016_t05376	27	rec_drill_M_L_n016_t05376.jsonl	1.0	20	6	10	4	2	2	4	4	6	3
drill_M_L_n016_t05376	28	rec_drill_M_L_n016_t05376.jsonl	1.0	19	6	10	3	0	0	3	3	5	4
drill_M_L_n016_t05376	29	rec_drill_M_L_n016_t05376.jsonl	-1.0	13	6	6	0	0	0	0	0	4	3
drill_M_L_n016_t05376	30	rec_drill_M_L_n016_t05376.jsonl	-1.0	10	5	5	0	0	0	0	0	3	2
drill_M_L_n016_t05376	31	rec_drill_M_L_n016_t05376.jsonl	1.0	10	5	5	3	3	3	3	3	0	0
drill_M_L_n016_t05376	32	rec_drill_M_L_n016_t05376.jsonl	1.0	21	5	11	9	3	3	9	9	4	3
drill_M_L_n016_t05376	33	rec_drill_M_L_n016_t05376.jsonl	-1.0	13	6	6	0	0	0	0	0	2	1
drill_M_L_n016_t05376	34	rec_drill_M_L_n016_t05376.jsonl	-1.0	14	6	7	6	5	5	6	6	3	2
drill_M_L_n016_t05376	35	rec_drill_M_L_n016_t05376.jsonl	1.0	14	4	7	5	2	2	5	5	3	2
drill_M_L_n016_t05376	36	rec_drill_M_L_n016_t05376.jsonl	1.0	11	5	6	3	2	2	3	3	0	0
drill_M_L_n016_t05376	37	rec_drill_M_L_n016_t05376.jsonl	-1.0	13	6	6	1	1	1	1	1	5	5
drill_M_L_n016_t05376	38	rec_drill_M_L_n016_t05376.jsonl	1.0	11	5	6	5	4	4	5	5	0	0
drill_M_L_n016_t05376	39	rec_drill_M_L_n016_t05376.jsonl	-1.0	19	7	9	7	6	6	7	7	7	4
drill_M_L_n016_t05376	40	rec_drill_M_L_n016_t05376.jsonl	-1.0	14	4	7	5	2	2	5	5	3	1
drill_M_L_n016_t05376	41	rec_drill_M_L_n016_t05376.jsonl	1.0	20	7	10	6	3	3	6	6	7	3
drill_M_L_n016_t05376	42	rec_drill_M_L_n016_t05376.jsonl	1.0	13	7	7	6	6	6	6	6	0	0
drill_M_L_n016_t05376	43	rec_drill_M_L_n016_t05376.jsonl	-1.0	17	4	8	3	0	0	3	3	5	3
drill_M_L_n016_t05376	44	rec_drill_M_L_n016_t05376.jsonl	-1.0	14	4	7	5	2	2	5	5	3	1
drill_M_L_n016_t05376	45	rec_drill_M_L_n016_t05376.jsonl	-1.0	13	4	6	0	0	0	0	0	3	2
drill_M_L_n016_t05376	46	rec_drill_M_L_n016_t05376.jsonl	-1.0	16	5	8	2	0	0	2	2	4	2
drill_M_L_n016_t05376	47	rec_drill_M_L_n016_t05376.jsonl	-1.0	19	6	9	2	2	2	2	2	7	2
drill_M_L_n016_t05376	48	rec_drill_M_L_n016_t05376.jsonl	1.0	21	7	11	10	6	6	10	10	0	0
drill_M_L_n016_t05376	49	rec_drill_M_L_n016_t05376.jsonl	-1.0	15	4	7	5	2	2	5	5	2	1
