set	game	file	r	turns	lands	own_turns	attack_turns	precombat_drops_on_attack_turns	drops_on_attack_turns	lf_can_turns	lf_attack_turns	blk_pairs	blk_small
drill_M_L_n010_t04864	0	rec_drill_M_L_n010_t04864.jsonl	1.0	21	8	11	8	5	5	8	8	8	5
drill_M_L_n010_t04864	1	rec_drill_M_L_n010_t04864.jsonl	-1.0	15	7	7	5	5	5	5	5	2	2
drill_M_L_n010_t04864	2	rec_drill_M_L_n010_t04864.jsonl	-1.0	20	9	10	2	2	2	2	2	7	2
drill_M_L_n010_t04864	3	rec_drill_M_L_n010_t04864.jsonl	-1.0	15	4	7	4	3	3	4	4	4	3
drill_M_L_n010_t04864	4	rec_drill_M_L_n010_t04864.jsonl	1.0	21	7	11	7	3	3	7	7	5	2
drill_M_L_n010_t04864	5	rec_drill_M_L_n010_t04864.jsonl	-1.0	19	4	9	8	3	3	8	8	6	1
drill_M_L_n010_t04864	6	rec_drill_M_L_n010_t04864.jsonl	-1.0	10	2	5	4	1	1	4	4	2	2
drill_M_L_n010_t04864	7	rec_drill_M_L_n010_t04864.jsonl	-1.0	19	8	9	0	0	0	0	0	4	4
drill_M_L_n010_t04864	8	rec_drill_M_L_n010_t04864.jsonl	-1.0	14	3	7	5	2	2	5	5	3	3
drill_M_L_n010_t04864	9	rec_drill_M_L_n010_t04864.jsonl	-1.0	19	7	9	3	1	1	3	3	5	1
drill_M_L_n010_t04864	10	rec_drill_M_L_n010_t04864.jsonl	1.0	13	4	7	6	3	3	6	6	3	3
drill_M_L_n010_t04864	11	rec_drill_M_L_n010_t04864.jsonl	1.0	14	4	7	4	1	1	4	4	3	0
drill_M_L_n010_t04864	12	rec_drill_M_L_n010_t04864.jsonl	-1.0	14	6	7	2	2	2	2	2	2	0
drill_M_L_n010_t04864	13	rec_drill_M_L_n010_t04864.jsonl	1.0	16	8	8	3	3	3	3	3	6	4
drill_M_L_n010_t04864	14	rec_drill_M_L_n010_t04864.jsonl	1.0	11	6	6	5	5	5	5	5	1	0
drill_M_L_n010_t04864	15	rec_drill_M_L_n010_t04864.jsonl	1.0	12	6	6	4	4	4	4	4	0	0
drill_M_L_n010_t04864	16	rec_drill_M_L_n010_t04864.jsonl	-1.0	16	4	8	6	2	2	6	6	6	3
drill_M_L_n010_t04864	17	rec_drill_M_L_n010_t04864.jsonl	1.0	12	4	6	5	3	3	5	5	2	2
drill_M_L_n010_t04864	18	rec_drill_M_L_n010_t04864.jsonl	-1.0	18	5	9	3	2	2	3	3	4	3
drill_M_L_n010_t04864	19	rec_drill_M_L_n010_t04864.jsonl	1.0	12	6	6	3	3	3	3	3	3	1
