1789290209,1,32,1003,0.5938,0.0050,nan,0.000,6.77
1789290250,2,64,925,0.4375,-0.1173,nan,0.000,4.75
1789290291,3,96,1053,0.6562,0.0147,nan,0.000,7.68
1789292728,4,128,1039,0.5938,-0.0010,nan,0.000,23.51
1789292788,5,160,1067,0.8125,0.0518,nan,0.000,23.41
1789292852,6,192,1146,0.6875,-0.0040,nan,0.000,25.03
1789292911,7,224,1024,0.7188,0.0278,nan,0.000,23.11
1789292968,8,256,1070,0.5938,0.0205,nan,0.000,22.61
1789293028,9,288,1083,0.6562,0.0439,nan,0.000,24.25
1789293083,10,320,1064,0.5938,0.0798,nan,0.000,22.14
1789293135,11,352,1002,0.5625,0.0565,nan,0.000,19.50
1789293195,12,384,1117,0.7812,0.0644,nan,0.000,25.72
1789293248,13,416,965,0.5625,0.0976,nan,0.000,20.96
1789293295,14,448,951,0.5625,0.1410,nan,0.000,18.93
1789293357,15,480,1122,0.7812,0.1083,nan,0.000,24.96
1789293411,16,512,1033,0.8125,0.1381,nan,0.000,22.63
1789293941,17,544,1159,0.7500,0.0998,nan,0.000,28.26
1789297637,18,576,1141,0.6875,0.0968,nan,0.000,27.37
1789297696,19,608,1118,0.7500,0.1346,nan,0.000,21.72
1789297751,20,640,1034,0.6250,0.1913,nan,0.000,22.81
1789297807,21,672,1055,0.7500,0.1456,nan,0.000,22.23
1789297866,22,704,1149,0.8125,0.0233,nan,0.000,24.02
1789297923,23,736,1059,0.4688,0.1123,nan,0.000,23.16
1789297979,24,768,1075,0.8750,-0.0760,nan,0.000,23.52
1789298034,25,800,1084,0.6250,0.1878,nan,0.000,14.99
1789298082,26,832,1205,0.6250,0.1256,nan,0.000,9.50
1789298133,27,864,1274,0.7812,0.1234,nan,0.000,10.54
1789298196,28,896,1114,0.5625,0.1114,nan,0.000,15.37
1789298255,29,928,1090,0.7188,0.0880,nan,0.000,24.24
1789298315,30,960,1110,0.8438,0.1564,nan,0.000,27.36
1789298396,31,992,1091,0.7812,0.2015,nan,0.000,23.16
1789298443,32,1024,1061,0.8125,0.1374,nan,0.000,20.00
1789300412,33,1056,1151,0.7812,0.2342,nan,0.000,25.76
1789300479,34,1088,1157,0.6875,0.1479,nan,0.000,22.50
1789300527,35,1120,1119,0.7812,0.1282,nan,0.000,13.29
1789300577,36,1152,1292,0.7812,0.1141,nan,0.000,12.52
1789300641,37,1184,1221,0.6875,0.0446,nan,0.000,25.85
1789300698,38,1216,1173,0.8438,0.0784,nan,0.000,24.42
1789300758,39,1248,1094,0.6562,0.1436,nan,0.000,21.91
1789300813,40,1280,1159,0.6875,0.1394,nan,0.000,23.05
1789300866,41,1312,1186,0.6250,0.1339,nan,0.000,21.18
1789300916,42,1344,1161,0.9375,-0.2578,nan,0.000,20.43
1789300969,43,1376,1143,0.7500,0.1196,nan,0.000,22.30
1789301019,44,1408,1097,0.7812,0.0875,nan,0.000,18.06
1789301066,45,1440,1067,0.7500,0.1395,nan,0.000,18.65
1789301108,46,1472,1016,0.5938,0.2230,nan,0.000,17.31
1789301155,47,1504,1045,0.5938,0.2890,nan,0.000,20.15
1789301208,48,1536,1160,0.9062,-0.4873,nan,0.000,22.29
1789301591,49,1568,1108,0.7500,0.2162,nan,0.000,21.53
1789301640,50,1600,1149,0.7188,0.1028,nan,0.000,20.72
1789301691,51,1632,1084,0.6875,0.1279,nan,0.000,20.74
1789301745,52,1664,1223,0.7500,0.0756,nan,0.000,22.80
1789301795,53,1696,1104,0.7500,0.2037,nan,0.000,20.33
1789301844,54,1728,1088,0.6250,0.1974,nan,0.000,20.00
1789301898,55,1760,1191,0.7188,0.1474,nan,0.000,22.33
1789301948,56,1792,1147,0.6250,0.3252,nan,0.000,20.92
1789302002,57,1824,1131,0.6562,0.2033,nan,0.000,21.84
1789302055,58,1856,1176,0.6250,0.1574,nan,0.000,22.27
1789302103,59,1888,1061,0.7500,0.1973,nan,0.000,19.52
1789302154,60,1920,1159,0.6562,0.1960,nan,0.000,21.49
1789302211,61,1952,1177,0.7812,0.0697,nan,0.000,23.63
1789302255,62,1984,1016,0.5938,0.2204,nan,0.000,19.35
1789302303,63,2016,1019,0.7188,0.3129,nan,0.000,19.53
1789302355,64,2048,1109,0.7188,0.1922,nan,0.000,20.99
